comment,rate,created_at,operator_name
,5,2022-06-03 04:53:17 UTC,Cambolink21 Express
,5,2022-06-03 06:04:47 UTC,Cambolink21 Express
,5,2022-06-03 06:04:58 UTC,Cambolink21 Express
ឡានលាន់សំលែងរំខានខ្លាំង ពេលដាក់លេខអស់។ ប្រហែលមានបញ្ហាប៉ុង ឬ ជើងក្រោមមិនស្រួល,1.8,2022-06-03 09:21:12 UTC,Cambolink21 Express
"Quite a few stops along the way, but still got there in decent time :) ",4.4,2022-06-03 12:50:02 UTC,Vireak Buntham Express
,4.4,2022-06-04 03:08:34 UTC,Mey Hong Transport
តៃកុងឡានបើកលឿនហួស រអ៊ូថាប្រញ៉ាប់ សម្តីអាក្រក់ដាក់ភ្ញៀវ​ មិនបានសម្តីអាក្រក់ដាក់ខ្ញុំទេ តែធ្វើដាក់អ្នកដទៃ​ ឃើញសម្តីមិនល្អធ្វើដល់ទៅ4ដងអំឡុងពេលធ្វើដំណើរមួយជើងនេះ ,1,2022-06-04 03:42:26 UTC,Cambolink21 Express
"
Very good trip. Good driver. No crazy driving. Very professional ",5,2022-06-04 05:51:47 UTC,Cambolink21 Express
,5,2022-06-04 07:18:17 UTC,Cambolink21 Express
,4.8,2022-06-04 08:57:44 UTC,Mey Hong Transport
,5,2022-06-04 09:22:15 UTC,Seila Angkor Khmer Express
,5,2022-06-04 14:49:53 UTC,Cambolink21 Express
,3.2,2022-06-05 06:49:52 UTC,Cambolink21 Express
Please improve the food at the stop point. ,4,2022-06-05 08:12:54 UTC,Seila Angkor Khmer Express
,3,2022-06-05 11:05:21 UTC,Cambolink21 Express
,5,2022-06-05 11:45:12 UTC,Cambolink21 Express
,3.8,2022-06-05 15:59:56 UTC,Cambolink21 Express
"Never Again. Departed late as nobody was able to count,passengers had to go on and off the bus. Stopped occasionally so passengers where able to go grocery shopping and deliver it to relatives. Doors did not close properly, so dust got in. Could go on…",1,2022-06-05 16:09:31 UTC,Sovan Rithy Express​
,5,2022-06-06 02:16:05 UTC,Seila Angkor Khmer Express
,5,2022-06-06 02:16:18 UTC,Seila Angkor Khmer Express
,5,2022-06-06 02:16:29 UTC,Seila Angkor Khmer Express
,5,2022-06-06 02:16:40 UTC,Seila Angkor Khmer Express
"very bad services if you buy ticket by app, they say the car already when you it is 20 minutes left to depart and put you another car and switch you to bus on the way. very uncomfortable. I do not recommend this company.",0,2022-06-06 03:15:59 UTC,Sovan Rithy Express​
"very bad services if you buy ticket by app, they say the car already when you it is 20 minutes left to depart and put you another car and switch you to bus on the way. very uncomfortable. I do not recommend this company.",0,2022-06-06 03:16:12 UTC,Sovan Rithy Express​
,5,2022-06-06 03:54:45 UTC,Cambolink21 Express
The driver need to make sure if the traffic is really bad before using the other route (longer route). Google Map will do.,4,2022-06-06 06:01:49 UTC,Cambolink21 Express
Good,3.8,2022-06-06 07:50:27 UTC,Seila Angkor Khmer Express
The driver put in a stool with no back support and picked up another person. He also dropped off customers where they wanted and isn’t fair for customers who end in Cambotra. ,1.4,2022-06-07 03:05:43 UTC,Cambolink21 Express
The aircon of the vans was broken since the departure till PP. Can u imagine sitting in the van for 7hours without aircon and no air from outside due to the window is not made to be opened which I’m speechless. The company should have back up solution! ,1.6,2022-06-07 04:39:44 UTC,Saly VIP
the airconditioned is not working properly. the air coming out of the aircon vent is not cold.  it's been hot the whole trip. ,3,2022-06-07 06:12:03 UTC,Larryta Bus
Awful trip!?the Air Con did not work well. We suffocated too hot too hot !!! Terrible during almost 7 hours. Everybody complained . ,3.4,2022-06-07 06:24:00 UTC,Saly VIP
,3.2,2022-06-07 09:02:19 UTC,Cambolink21 Express
"Canceled my trip because my kids where sick with fever, no compensation ",1,2022-06-07 14:45:54 UTC,Ekareach Express
"Canceled my trip because my kids where sick with fever, no compensation ",1,2022-06-07 14:45:56 UTC,Ekareach Express
"Canceled my trip because my kids where sick with fever, no compensation ",1,2022-06-07 14:45:59 UTC,Ekareach Express
Every time perfect,5,2022-06-08 00:24:13 UTC,Mey Hong Transport
Nice,5,2022-06-08 00:24:27 UTC,Mey Hong Transport
,5,2022-06-08 03:00:57 UTC,Cambolink21 Express
"It was the worst experience to take morning departure with Seila Angkor. Price rise, but van is very old and uncomfortable. Car sick! Driving duration is too long. ",1,2022-06-08 07:24:04 UTC,Seila Angkor Khmer Express
,5,2022-06-08 13:37:03 UTC,Cambolink21 Express
"Driver was very punctual, I'd say even moreover then that. Actual time supposed to be at 12:00PM but we arrived to Kep at 11:15AM. Comfortable minivan and very accurate driving. Definitely will use the same company once again.",5,2022-06-09 01:08:09 UTC,Cambodia Post VIP Van
សេវាកម្មល្អ! តែយ៉ាប់តែផ្លូវស្រុកខ្មែរតើ,5,2022-06-09 03:09:53 UTC,Cambolink21 Express
"It was not clear at booking that I would be sharing a twin size bed with a stranger. I would have booked 2 seats or flown had I known.  Also, we stopped for a bathroom break at a Virak station and it was filthy.  I would rather stop at a clean gas station",2.8,2022-06-09 03:38:32 UTC,Vireak Buntham Express
Bus was not clean but excellent safe trip,4.6,2022-06-09 04:49:40 UTC,PACIFIC EXPRESS
Can't complaine.  Safe .   Good trip,4.6,2022-06-09 12:33:31 UTC,Larryta Bus
,4,2022-06-10 00:39:23 UTC,Vireak Buntham Express
"Amazing plenty of breaks, very fast driving that we got there 2 hours eariler. The only negative is that the feet did not have much leg room.",4.6,2022-06-10 11:38:30 UTC,Larryta Bus
"Amazing plenty of breaks, very fast driving that we got there 2 hours eariler. The only negative is that the feet did not have much leg room.",4.6,2022-06-10 11:38:33 UTC,Larryta Bus
"Amazing plenty of breaks, very fast driving that we got there 2 hours eariler. The only negative is that the feet did not have much leg room.",4.6,2022-06-10 11:38:41 UTC,Larryta Bus
"Amazing plenty of breaks, very fast driving that we got there 2 hours eariler. The only negative is that the feet did not have much leg room.",4.6,2022-06-10 11:38:45 UTC,Larryta Bus
"Amazing plenty of breaks, very fast driving that we got there 2 hours eariler. The only negative is that the feet did not have much leg room.",4.6,2022-06-10 11:38:49 UTC,Larryta Bus
"Amazing plenty of breaks, very fast driving that we got there 2 hours eariler. The only negative is that the feet did not have much leg room.",4.6,2022-06-10 11:38:58 UTC,Larryta Bus
"The bus was suddenly changed without notice.
 I had to wait for 1 and half hours in Kompong
 Thom without any information. It was a terrible
 experience.",1,2022-06-11 03:05:13 UTC,Mey Hong Transport
The driver was good and they were on time ,5,2022-06-11 03:36:01 UTC,Sovan Rithy Express​
"An express trip where almost everyone got there own stop, without 10 min drinking stop it’s not ok. For a trip with a duration of 3.30 hours a little toilet stop and drinking stop is required!!! ",4.2,2022-06-11 07:27:16 UTC,PACIFIC EXPRESS
,5,2022-06-12 01:17:42 UTC,Larryta Bus
,5,2022-06-12 06:23:19 UTC,Cambolink21 Express
I booked late so I got the far back seats which I recommend you avoid. The 1-1-1 seats seems to be far more comfortable. The transport was generally on time. ,4.6,2022-06-12 07:35:13 UTC,Mey Hong Transport
"My wife with toktok driver from my village ware waiting for me 1,5h. I hate this new rule with keeping pasangers locked inside like prisoners. While some men unpack bus. We are people not cattle We shuld be left out!!!!",2.8,2022-06-12 11:18:59 UTC,Mey Hong Transport
,3.2,2022-06-12 13:25:57 UTC,Mey Hong Transport
,4.4,2022-06-13 00:17:36 UTC,Mey Hong Transport
"Unsafe driving, whizzing in and out, passing other vehicles, speeding. Company provided water and good breaks in between driving. However, we got car sick because of terrible driving. Please train the drivers with driving safety before people get hurt. ",1.8,2022-06-13 00:23:36 UTC,Cambolink21 Express
,5,2022-06-13 03:05:53 UTC,Kim Seng Express
,5,2022-06-13 04:21:48 UTC,Cambolink21 Express
,5,2022-06-13 04:21:54 UTC,Vireak Buntham Express
,5,2022-06-13 04:22:01 UTC,Vireak Buntham Express
On time. Good driver. Well organised.,5,2022-06-13 15:08:56 UTC,Larryta Bus
,3.6,2022-06-14 02:31:42 UTC,GTVC Speedboat
,5,2022-06-14 11:19:23 UTC,Cambolink21 Express
"The van left on time and arrived on time. However, the van was very hot. We kept asking for the aircon to be made stronger, at least the fan, but they only made a small adjustment. The driver was cordial but could choose to drive more safely. ",3.2,2022-06-15 03:10:39 UTC,Saly VIP
"Seila Angkor is now my new bus to SR / PP.  Comfortable, drivers good and on-time. Fair price.",5,2022-06-15 03:32:45 UTC,Seila Angkor Khmer Express
"The driving was not confortable, much longer than expected, the bus had not much space",1.8,2022-06-15 05:36:38 UTC,Vireak Buntham Express
,4.2,2022-06-15 07:29:59 UTC,Saly VIP
,3.4,2022-06-15 07:30:49 UTC,Vireak Buntham Express
,3.4,2022-06-15 15:45:10 UTC,Mey Hong Transport
,5,2022-06-16 04:10:57 UTC,Cambolink21 Express
,4.4,2022-06-16 09:30:40 UTC,Vireak Buntham Express
,5,2022-06-16 11:22:58 UTC,Cambolink21 Express
,5,2022-06-16 18:34:42 UTC,Vireak Buntham Express
"Kampot to pp, minivan only 7 places, like a taxi",5,2022-06-16 18:36:01 UTC,Vireak Buntham Express
"Overall good , but AC is not properly working, inside very hot,  better avoid traveling between  11am -3pm ",3.6,2022-06-17 03:31:18 UTC,Mey Hong Transport
យឺតជាងម៉ោងកណត់1ម៉ោងកន្លះ ខ្ញុំមកដល់ប៉ោយប៉ែតម៉ោង9,3.2,2022-06-17 04:58:55 UTC,Cambolink21 Express
,3.2,2022-06-17 11:00:13 UTC,Kim Seng Express
The air conditioner is not working properly. We sweat all the way to siem reap. Very hot. ,3.4,2022-06-18 03:05:43 UTC,Larryta Bus
"The driver stoped just before the arrival for almost 15 minutes to buy a phone… the doors were locked so impossible to open from the inside to get out…
Every time this driver appears the trip it’s a nightmare.
Overall took 45/50 minutes more in total.",2.4,2022-06-18 03:09:19 UTC,Kim Seng Express
,4.6,2022-06-18 04:26:41 UTC,Mey Hong Transport
Our trip was apparently cancelled however we were not informed. ,1,2022-06-18 06:29:07 UTC,Cambolink21 Express
,4,2022-06-18 16:45:25 UTC,Saly VIP
,4.6,2022-06-19 00:16:10 UTC,Cambodia Post VIP Van
,5,2022-06-19 01:03:32 UTC,CamPost
,1,2022-06-19 01:36:23 UTC,Cambolink21 Express
,4,2022-06-19 05:58:28 UTC,Seila Angkor Khmer Express
Good service ?,5,2022-06-19 08:45:26 UTC,Cambolink21 Express
,5,2022-06-20 00:53:45 UTC,Seila Angkor Khmer Express
,3.8,2022-06-20 02:58:34 UTC,Seila Angkor Khmer Express
,4,2022-06-20 03:01:45 UTC,Kim Seng Express
The van's air conditioning was not working and it was very hot and suffocating inside. I felt very sick after getting to kampot. I travel with Kim seng frequently and yesterday's trip seriously made me think if I should stop it. Very disappointed. ,1.8,2022-06-20 03:07:07 UTC,Kim Seng Express
"Not recommended! The driver was driving too fast, it was crazy! We did not feel safe at all! ",1.6,2022-06-20 03:07:39 UTC,Vireak Buntham Express
,4.8,2022-06-20 05:16:04 UTC,Cambolink21 Express
"better not choose this transportation’s service anymore, waste time and money ",1,2022-06-20 07:41:34 UTC,Sovan Rithy Express​
,3.8,2022-06-20 08:21:40 UTC,Cambolink21 Express
,5,2022-06-20 09:20:28 UTC,Larryta Bus
,3,2022-06-20 12:32:14 UTC,Seila Angkor Khmer Express
,3.6,2022-06-20 14:13:42 UTC,Mey Hong Transport
Smooth journey to Siem Reap. ,4.8,2022-06-21 03:06:05 UTC,Larryta Bus
"Overall are good and we arrive safely, but AC in the Van isn’t work well. please improve it.",3.8,2022-06-21 03:36:44 UTC,Seila Angkor Khmer Express
"Arrived late, old seats, too many stops.",1.6,2022-06-21 04:23:02 UTC,Kim Seng Express
,5,2022-06-21 08:22:44 UTC,Seila Angkor Khmer Express
Good attitude driver,4,2022-06-21 13:02:32 UTC,Cambolink21 Express
,4.8,2022-06-22 03:47:37 UTC,Kim Seng Express
,3,2022-06-22 07:40:00 UTC,Vireak Buntham Express
"The driver was very punctual and very nice. Nothing to say on that part. However a 10+ hour drive with only one driver is so risky, the driver was so tired he nearly fell asleep multiple times.. pls provide appropriate hotels to sleep on arrival for them",3.6,2022-06-22 08:05:18 UTC,SAM'S TAXI SERVICE
,3.4,2022-06-23 04:51:22 UTC,Seila Angkor Khmer Express
,4,2022-06-23 04:52:15 UTC,Cambodia Post VIP Van
,4.2,2022-06-23 06:34:54 UTC,Kim Seng Express
Driver is not friendly,3.2,2022-06-24 01:35:12 UTC,Saly VIP
,5,2022-06-24 03:10:58 UTC,Mey Hong Transport
Driver was late for airport pickup. The reason we went for the more expensive service instead of booking though Grab was to make sure we were good for time.. The extra cost definitely did not deliver that.  Likely won't use the company again,1.2,2022-06-24 06:05:21 UTC,SAM'S TAXI SERVICE
"Fast, well priced, air-conditioned. Overall a great trip. ",5,2022-06-24 13:23:32 UTC,Ekareach Express
"The bus arrived at 4:30AM instead of 6:30AM so, should be a good thing except for a night bus, two hours less of sleep. ",3.4,2022-06-24 13:42:19 UTC,Vireak Buntham Express
"Advertised as 3:30pm departure but was actually 4pm, (although we did leave exactly at 4 so punctual in that respect). Seats were uncomfortable and pushed your head forward in a very unnatural way. Driver put his own music on very loudly.",2.6,2022-06-25 03:37:42 UTC,Vireak Buntham Express
,3.4,2022-06-25 07:27:04 UTC,Seila Angkor Khmer Express
,4,2022-06-25 10:33:42 UTC,Kim Seng Express
No watermelon on boat ,4.8,2022-06-25 22:49:58 UTC,GTVC Speedboat
,5,2022-06-26 05:31:15 UTC,Cambolink21 Express
Always a pleasure ?❤️,5,2022-06-27 03:02:48 UTC,Kim Seng Express
,3,2022-06-27 04:03:10 UTC,Cambolink21 Express
The driver some what using rude gesture and language ,3.8,2022-06-27 05:45:45 UTC,Mey Hong Transport
,4,2022-06-27 07:17:56 UTC,Cambolink21 Express
Good,5,2022-06-28 01:32:24 UTC,Cambolink21 Express
great ride,5,2022-06-28 06:04:32 UTC,Larryta Bus
can not believe I have to sleep with shared bed ,1,2022-06-28 07:01:56 UTC,Vireak Buntham Express
"Dear value, I’m forget power on the car , from Kompot (1:30)to Phnom Penh, if you see it, please kindly contact me 093 606 012, I will take it at PP car station, 
Thanks you.",5,2022-06-28 08:57:31 UTC,Kim Seng Express
,5,2022-06-28 08:57:40 UTC,Kim Seng Express
"Dear value team,
I’m forget power bank on the car from Kompot (1:30) to PP, if you see it, please kindly contact me by 093 606 012, 
Thanks you ",5,2022-06-28 09:00:01 UTC,Kim Seng Express
"Inside the bus, the air conc seems not work well, Very hot throughout the whole trip ",4,2022-06-28 15:04:21 UTC,Mey Hong Transport
im so disappointed that the driver just stop only at Kampot. Im staying at Kep and they did not bring me there why? I booked ahead of time and no one tell me that cannot drop to Kep.,1,2022-06-29 03:29:16 UTC,Kim Seng Express
ចង្អៀត,3.2,2022-06-29 04:30:29 UTC,Mey Hong Transport
,4,2022-06-30 03:06:52 UTC,Larryta Bus
Driver was already here waiting for us to go which was great! He was kind and allowed us to take photos along the way and stop for a snack & bathroom break. The customer service from the company is also fab and prompt. Will def use again! ,5,2022-06-30 03:22:49 UTC,SAM'S TAXI SERVICE
They were dead on with the trip up and back. Good Company!!,5,2022-06-30 03:56:42 UTC,Mey Hong Transport
We made excellent time. The driver was speedy without being reckless which I appreciated. The AC wasn't great though. ,4.4,2022-06-30 07:49:43 UTC,Ekareach Express
,3,2022-06-30 11:22:56 UTC,Cambolink21 Express
"Overall good, punctual and clean interior. Air conditioner can get really cold if you’re right underneath it so try to avoid booking those seats. I wasn’t allowed to change seats. ",4.8,2022-07-01 05:25:38 UTC,Mey Hong Transport
"Driver arrived promptly, at the right location. Sams Taxi were communicative on whatsapp throughout. The price was a fair price and the driver drove safely and delivered us to our location in excellent time.",5,2022-07-01 12:26:28 UTC,SAM'S TAXI SERVICE
,5,2022-07-01 15:31:10 UTC,Cambolink21 Express
"No wifi in bus  !!
I has asked the staff /office in phnom penh about and they told Yes, have wifi 
1 hour to late...
Not see a inspector ",3.2,2022-07-02 03:05:34 UTC,Cambolink21 Express
I have taken many buses. The bus itself was very good. The driver was very bad. He would talk on the phone on speaker phone and yell really loud when talking. He also would stop a lot and drive very slow at times. Phnom Penh to Kampot on July 1at 1:30pm,3.2,2022-07-02 04:32:40 UTC,Kim Seng Express
I have taken many buses. The bus itself was very good. The driver was very bad. He would talk on the phone on speaker phone and yell really loud when talking. He also would stop a lot and drive very slow at times. Phnom Penh to Kampot on July 1at 1:30pm,3.2,2022-07-02 04:33:06 UTC,Kim Seng Express
,4.2,2022-07-02 07:46:42 UTC,Cambolink21 Express
,4.2,2022-07-02 07:46:59 UTC,Cambolink21 Express
My partner and I found the temperature inside the bus VERY hot despite repeated requests to turn up the air conditioner. I’m not sure if the air conditioner was faulty but it made for a very UNPLEASANT trip. I’m not really looking forward to the return. ,2.4,2022-07-02 09:27:44 UTC,Ekareach Express
,5,2022-07-02 12:17:34 UTC,GTVC Speedboat
,3.8,2022-07-02 13:28:14 UTC,Island Speed Ferry
,3.8,2022-07-02 13:28:23 UTC,Island Speed Ferry
,3.8,2022-07-02 13:28:37 UTC,Island Speed Ferry
,5,2022-07-03 03:07:09 UTC,SAM'S TAXI SERVICE
,5,2022-07-03 03:07:23 UTC,SAM'S TAXI SERVICE
This was our best transfer so far! Super comfortable vehicle and kind driver. ,5,2022-07-03 03:19:47 UTC,SAM'S TAXI SERVICE
,3.2,2022-07-03 04:21:28 UTC,Ekareach Express
"Pleasant trip, good driver and very prompt.",4.2,2022-07-03 05:53:48 UTC,Cambolink21 Express
Too expensive compared to what it used to be. They increased their price arguing this is because of COVID without any obvious reason.,4.4,2022-07-03 07:29:24 UTC,KUMHO SAMCO BUSLINES
Too expensive compared to what it used to be. They increased their price arguing this is because of COVID without any obvious reason.,4.4,2022-07-03 07:29:54 UTC,KUMHO SAMCO BUSLINES
"The aircon did not work well. It is a six hour journey and the driver was not going to stop, not for lunch or a toilet break. He only stopped when I finally asked if I could use the toilet and where he stopped was particularly unclean.",3.2,2022-07-03 08:05:03 UTC,SAM'S TAXI SERVICE
,5,2022-07-03 17:18:43 UTC,Seila Angkor Khmer Express
I've been using bookmebus service for many years and always first choice for me to book a ticket. Thank you for bringing a digitalization experience. Will be back for the next trip.,4.4,2022-07-04 03:05:40 UTC,Larryta Bus
It took longer than expected we were supposed to be there by 7 but got there past 9pm. I find it weird how the driver will stop to have dinner but none of the passengers will. Maybe less stops would make it faster,3,2022-07-04 06:24:05 UTC,Cambodia Post VIP Van
"This bus was cancelled because of bus broken. I found the calling histories but I can't call back because it was strange number. Could you please leave the short messages; ""ask to call back"" if we can not answer when you call us? ",3,2022-07-04 10:38:01 UTC,Ekareach Express
"The overall is good. Driver is helpful and friendly. However,the AC was too cool to sleep.",4.2,2022-07-04 11:34:13 UTC,Vireak Buntham Express
"The driver dove carefully, he drove out from the departure on time and arrived with safe and sound. Also took time for a restroom in 5 minutes. It’s going on well. Nothing would mention on this. ",5,2022-07-05 03:11:57 UTC,Cambodia Post VIP Van
"The space was a bit narrow but I like how fast it was to arrive back in PP from SR. The driver managed to drive safely, fast, and even the 2 stops he made it quick and just enough time to for toilet things and snacks.",3.6,2022-07-05 03:12:09 UTC,Cambodia Post VIP Van
Everything works on JULY 2022,5,2022-07-05 05:44:59 UTC,Saly VIP
"Comfortable bus and relaxed.
First time I used and happy with service.",4.6,2022-07-05 06:57:08 UTC,Cambolink21 Express
"Was super easy, driver was lovely and very accommodating and the car was clean and comfortable. I would recommend and use again ",5,2022-07-05 09:40:35 UTC,SAM'S TAXI SERVICE
"The driver on 2 July 22 from PP to Siem Reap at 7:30AM is the great driver as the driver on 4 July 22  SR to PP at 2:00 PM either. They both drove very carefully, and have very good service to all the customers in the van. 
Thanks for your great service.",5,2022-07-05 11:27:23 UTC,Cambodia Post VIP Van
,2,2022-07-05 14:41:40 UTC,Vireak Buntham Express
,1.6,2022-07-06 04:48:12 UTC,Cambolink21 Express
"Half way we had to change to a car. Normally that is not a problem, but suddenly a new passenger popped up and we had to sit the 3 of us on the back seat, which was not confortable for a trip of more than 100 km.",3.6,2022-07-06 07:36:23 UTC,Saly VIP
,4.8,2022-07-06 21:50:45 UTC,Cambolink21 Express
,4.8,2022-07-07 01:16:27 UTC,Vireak Buntham Express
,5,2022-07-07 03:02:39 UTC,Saly VIP
"The road from Phnom Penh to Sihanoukville is not for the faint of heart - trucks and crazy driving, but luckily for us we had an amazing driver who got us safely to our destination. We highly recommend Sam’s Taxi (BookMeBus) all throughout Cambodia! ",5,2022-07-07 04:23:49 UTC,SAM'S TAXI SERVICE
,4,2022-07-07 07:55:58 UTC,Vireak Buntham Express
late arrival at Mrs at 12:10pm,4,2022-07-08 06:17:16 UTC,Vireak Buntham Express
,4.2,2022-07-08 09:14:56 UTC,Seila Angkor Khmer Express
,5,2022-07-08 09:15:17 UTC,Seila Angkor Khmer Express
On time and a very good trip to Siem Reap.,4,2022-07-08 10:42:29 UTC,Cambolink21 Express
"Hello,
This company is full of scammers made us pay 2x time ticket bus because they have order a tuk tuk driver with 40min late, hence we were not able to catch the bus.
",1,2022-07-08 12:27:35 UTC,Ekareach Express
,3.2,2022-07-09 03:06:45 UTC,Vireak Buntham Express
"Very punctual driver in a very comfortable and spacious van. Could not fault at all. Everything was very smooth, from booking to pick up to drop off. Great service. ",5,2022-07-09 03:39:46 UTC,SAM'S TAXI SERVICE
Nice service and arrive on time.,5,2022-07-09 05:02:00 UTC,Seila Angkor Khmer Express
A nice ride from Siem Reap to Phnom Penh with 2 quick stops on the way. Not much space for bigger passangers,4.8,2022-07-09 12:59:47 UTC,Larryta Bus
,4,2022-07-10 03:04:29 UTC,Mey Hong Transport
The lunch restaurant is not hygiene. I did not eat there.,3.8,2022-07-10 05:55:20 UTC,Vireak Buntham Express
,5,2022-07-11 00:17:36 UTC,Vireak Buntham Express
,3.2,2022-07-11 02:08:45 UTC,Vireak Buntham Express
"Driver sometimes use phone during driving, the lunch restaurant not hygiene ",3.4,2022-07-11 02:10:39 UTC,Vireak Buntham Express
"First, there is no depot in KEP; not even a sign. 
Bus is always late.  
And, most annoying.there were three air-con leaks in the ceiling with water dripping down on customers
There was no inspector that I could see
Bus TO KEP/OK...but return NOT
",1.2,2022-07-11 03:09:58 UTC,Ekareach Express
The driver was too fast and kind of rude! There is a line between being reckless and arriving sooner. We arrive only 25 ish minutes sooner. ,2.2,2022-07-11 04:01:04 UTC,Larryta Bus
,4,2022-07-11 04:01:18 UTC,Kim Seng Express
"We changed booking more than a week in advance and received new tickets for 8AM but when we arrived we found out that in the system our bus was 7AM, so we had to wait till first free spots, which were luckilly 9.30AM. ",1.8,2022-07-11 06:22:58 UTC,Larryta Bus
,4.6,2022-07-11 07:18:45 UTC,Vireak Buntham Express
,4.6,2022-07-11 07:19:06 UTC,Vireak Buntham Express
,4.2,2022-07-11 23:49:54 UTC,Larryta Bus
"I booked wrong time, actually I want to book 10:30AM bus departure from PP to KP but I selected wrong time was 7:30AM.They should not charge us as next time departure still available.Thanks",3.8,2022-07-12 03:05:32 UTC,Kim Seng Express
,4.4,2022-07-12 05:46:25 UTC,Cambolink21 Express
,3.6,2022-07-12 07:48:10 UTC,Saly VIP
"The driver drove very fast. The wc at the SR terminal is not clean. Good thing, the seat is specious. ",3.2,2022-07-13 03:08:23 UTC,Mey Hong Transport
"Clean Mini van ,good diver helpfull",4.2,2022-07-13 03:23:10 UTC,Cambolink21 Express
,5,2022-07-13 04:44:00 UTC,Cambolink21 Express
Driver is very patient and courteous to passengers. ,5,2022-07-14 03:55:58 UTC,Cambolink21 Express
Very kind and safe driver!,5,2022-07-14 08:51:28 UTC,SAM'S TAXI SERVICE
Nice trip ,5,2022-07-14 13:40:23 UTC,Cambolink21 Express
,3.8,2022-07-15 01:04:37 UTC,Mey Hong Transport
The driver pays attention to the traffic very well and drive safely. There is no sudden acceleration or break which makes the trip comfortable for me. The AC is cool and comfy enough. The only little concern is that the arrival time tends to be 30mn late.,4.8,2022-07-15 02:47:12 UTC,Cambolink21 Express
,4,2022-07-15 03:02:54 UTC,Cambolink21 Express
,3.8,2022-07-15 03:03:09 UTC,Cambolink21 Express
,5,2022-07-15 03:03:09 UTC,Seila Angkor Khmer Express
"Great service. Value for money, really comfortable and get a free bottle of water. Bus not too cold",5,2022-07-15 06:11:18 UTC,Mey Hong Transport
,3.4,2022-07-16 03:01:46 UTC,Kim Seng Express
Great trip ? reliable service ,5,2022-07-16 03:03:26 UTC,Kim Seng Express
Please REFUND us for this trip. We found dozens of bed bugs on the seats. We took pictures and videos to prove this. The stress and humiliation we went through on this trip was extreme. No Larryta Express bus should have bed bugs. We must be REFUNDED. ,2.2,2022-07-16 03:05:03 UTC,Larryta Bus
,4,2022-07-16 03:25:29 UTC,Mey Hong Transport
Left over 30 minutes late. Stopped constantly at the side of the road for no real reason. ,2,2022-07-16 05:14:58 UTC,Ekareach Express
Great driver and car ! ,4.2,2022-07-16 06:32:46 UTC,SAM'S TAXI SERVICE
The driver was very effective in getting us to the destination. ,4.4,2022-07-16 10:43:15 UTC,Seila Angkor Khmer Express
,4,2022-07-16 11:55:33 UTC,Cambolink21 Express
,5,2022-07-17 03:58:17 UTC,Mey Hong Transport
,5,2022-07-17 03:58:36 UTC,Larryta Bus
"Fast driver, but rather careful.  On time.  Stop service ok.  Van ok.  No functional seat belts.",3.8,2022-07-17 06:54:03 UTC,Saly VIP
,4.2,2022-07-17 09:40:33 UTC,Cambolink21 Express
,4,2022-07-17 09:40:56 UTC,Cambolink21 Express
I was pissed and disappointed taking a night van with having seat seriously broke (maybe it’s been broken for a long time and never got fixed) and no safe belt. I couldn’t sleep at all through my to Mondolkiri from PP. ,2.2,2022-07-17 14:44:17 UTC,Kim Seng Express
"I did five tours with Virak Buntham and I can’t complain.
Plenty room, we were always there on time or before that. It would be nice if the drivers didn’t use their phones but elsewise no worries.",4.8,2022-07-18 02:00:32 UTC,Vireak Buntham Express
,2.6,2022-07-18 03:08:52 UTC,Cambolink21 Express
I don’t like the policy of being rigid with refunds. Ever bus service accommodates unforeseen circumstances. The BookMeBus system made a change to my location and has not refunded me even though error was at their end ,1,2022-07-18 03:17:15 UTC,Vireak Buntham Express
,5,2022-07-18 03:28:15 UTC,Mey Hong Transport
Perfect,5,2022-07-18 03:36:43 UTC,Seila Angkor Khmer Express
,3,2022-07-18 04:47:14 UTC,Vireak Buntham Express
,4.4,2022-07-18 06:26:34 UTC,Seila Angkor Khmer Express
,4.2,2022-07-18 06:27:05 UTC,Seila Angkor Khmer Express
,4.6,2022-07-19 00:30:52 UTC,LONG PHUONG CAMBODIA
The driver is friendly. But the parents siting behind me we’re too loud giving no care that there are other participants who want to take a rest. They talked the whole time from Mondolkiri till Phnom Penh. ,3.6,2022-07-19 03:29:39 UTC,Thy Socheata (T.C.T.) Express
សួស្ដី! អរគុណសម្រាប់សេវាកម្មល្អ។ តាខ្ញុំគាត់វ័យរាងចាស់ពិបាកក្នុងការរកមធ្យោយធ្វើដំណើរបន្ថែមពីបេនឡានទៅផ្ទះគាត់។ គាត់ជិះពីភ្នំពេញទៅដល់សៀមរាបអស់​៥ម៉ឺន ហើយគាត់ចំណាយ៥ម៉ឺនបន្ថែមទៀតពីសៀមរាបទៅផ្សាក្រឡាញ់ុ។ បើក្រុមហ៊ុនមានសេវាកម្មបន្ថែមកាន់តែល្អ។ អរគុណ!,4,2022-07-19 05:06:19 UTC,Vireak Buntham Express
,4,2022-07-19 05:39:19 UTC,Saly VIP
,4,2022-07-19 05:43:14 UTC,Saly VIP
,4,2022-07-19 05:44:05 UTC,Cambolink21 Express
,4,2022-07-19 05:44:27 UTC,Cambolink21 Express
,4,2022-07-19 05:44:52 UTC,Cambolink21 Express
,4,2022-07-19 05:45:22 UTC,Cambolink21 Express
"Driver Use speed over 180km / h. 
from Siem Reip to Phnom Penh.
I'm feeling not safe. ",1,2022-07-19 06:41:16 UTC,Cambolink21 Express
